Frame number,3102
First frame,1
Point frequency,200
Analog frequency,200

Time,RAsis,,,LAsis,,,RPsi,,,LPsi,,,RThigh1,,,RThigh2,,,RThigh3,,,RKneeOut,,,RKneeIn,,,LThigh1,,,LThigh2,,,LThigh3,,,LKneeOut,,,LKneeIn,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,-5.90486,960.802,574.467,6.58643,1030.48,340.062,-199.367,1037.74,508.44,-196.395,1058.85,428.385,-81.8279,733.993,605.136,-138.191,626.987,560.718,-33.7438,664.235,583.026,-62.9621,501.974,560.602,-38.5342,510.143,443.635,65.6815,789.869,210.613,-13.299,862.835,195.087,-18.8706,757.766,169.65,67.7217,641.166,138.101,62.371,590.124,242.73
0.005,-5.96206,960.858,574.229,6.05276,1030.22,339.741,-199.634,1037.58,508.495,-196.792,1058.59,428.371,-81.4332,733.975,605.152,-137.749,626.874,560.954,-33.2973,664.292,582.84,-62.4118,501.954,560.682,-38.2549,510.136,443.682,65.4645,788.518,212.519,-13.408,861.424,196.214,-18.9855,756.178,171.49,67.505,639.195,141.216,61.8211,589.026,246.25
0.01,-6.0127,960.912,573.99,5.51988,1029.97,339.42,-199.894,1037.43,508.554,-197.185,1058.33,428.361,-81.0344,733.956,605.168,-137.306,626.762,561.191,-32.8482,664.347,582.657,-61.8613,501.933,560.762,-37.9762,510.128,443.728,65.2348,787.163,214.417,-13.5287,860.011,197.341,-19.1174,754.588,173.333,67.2695,637.224,144.329,61.2533,587.926,249.768
0.015,-6.05079,960.963,573.748,4.98858,1029.72,339.096,-200.142,1037.28,508.619,-197.57,1058.07,428.357,-80.6279,733.936,605.186,-136.86,626.652,561.43,-32.3939,664.4,582.479,-61.3103,501.911,560.842,-37.6982,510.117,443.773,64.9798,785.801,216.301,-13.672,858.596,198.467,-19.2824,752.995,175.181,66.9973,635.251,147.438,60.6504,586.822,253.277
0.02,-6.07126,961.01,573.504,4.45972,1029.47,338.771,-200.375,1037.13,508.693,-197.945,1057.82,428.362,-80.2107,733.915,605.206,-136.409,626.545,561.673,-31.9329,664.451,582.31,-60.7583,501.888,560.919,-37.4215,510.104,443.815,64.6883,784.429,218.163,-13.8482,857.179,199.593,-19.4949,751.398,177.034,66.6726,633.277,150.539,59.9959,585.712,256.776
0.025,-6.07,961.049,573.256,3.93404,1029.21,338.442,-200.586,1037,508.779,-198.306,1057.56,428.379,-79.7808,733.891,605.227,-135.954,626.441,561.917,-31.4641,664.497,582.149,-60.2051,501.863,560.994,-37.1466,510.087,443.854,64.3504,783.045,220.001,-14.0661,855.759,200.718,-19.7672,749.797,178.894,66.2815,631.303,153.633,59.275,584.595,260.261
0.03,-6.04362,961.081,573.001,3.41207,1028.96,338.109,-200.773,1036.86,508.877,-198.652,1057.32,428.409,-79.3367,733.865,605.25,-135.493,626.341,562.164,-30.9875,664.538,581.999,-59.6504,501.836,561.066,-36.8751,510.066,443.887,63.9579,781.648,221.811,-14.3327,854.337,201.843,-20.109,748.194,180.761,65.8127,629.328,156.718,58.4746,583.471,263.728
0.035,-5.98936,961.104,572.74,2.89414,1028.71,337.772,-200.934,1036.74,508.99,-198.981,1057.08,428.454,-78.877,733.836,605.272,-135.026,626.245,562.413,-30.5034,664.573,581.857,-59.0938,501.807,561.132,-36.6094,510.039,443.915,63.5044,780.237,223.592,-14.6532,852.914,202.966,-20.5276,746.591,182.634,65.2573,627.355,159.794,57.5831,582.339,267.173
0.04,-5.90509,961.117,572.472,2.38041,1028.46,337.43,-201.066,1036.63,509.118,-199.292,1056.84,428.514,-78.4008,733.804,605.294,-134.552,626.154,562.66,-30.0128,664.602,581.724,-58.5349,501.776,561.192,-36.3524,510.007,443.936,62.9855,778.813,225.344,-15.0305,851.493,204.09,-21.0276,744.99,184.513,64.6084,625.386,162.86,56.5911,581.202,270.595
0.045,-5.78927,961.121,572.196,1.87085,1028.21,337.083,-201.169,1036.53,509.262,-199.585,1056.62,428.59,-77.907,733.77,605.314,-134.072,626.067,562.906,-29.5166,664.623,581.597,-57.9732,501.744,561.243,-36.1066,509.969,443.95,62.3984,777.378,227.072,-15.4651,850.076,205.213,-21.6108,743.396,186.397,63.8617,623.422,165.915,55.4911,580.06,273.99
0.05,-5.64099,961.116,571.911,1.36528,1027.96,336.732,-201.242,1036.43,509.422,-199.859,1056.41,428.683,-77.395,733.734,605.332,-133.583,625.985,563.15,-29.0157,664.638,581.474,-57.4083,501.712,561.284,-35.8741,509.926,443.955,61.7423,775.932,228.778,-15.956,848.665,206.337,-22.2768,741.813,188.283,63.0145,621.466,168.96,54.2771,578.916,277.356
0.055,-5.45978,961.104,571.617,0.863438,1027.72,336.376,-201.283,1036.35,509.598,-200.114,1056.21,428.793,-76.8639,733.696,605.347,-133.087,625.907,563.389,-28.5099,664.646,581.352,-56.8394,501.679,561.313,-35.6565,509.877,443.95,61.0177,774.479,230.468,-16.5002,847.264,207.463,-23.0228,740.245,190.172,62.0661,619.52,171.994,52.9451,577.773,280.693
0.06,-5.24555,961.084,571.316,0.365018,1027.48,336.015,-201.294,1036.28,509.79,-200.352,1056.03,428.92,-76.3131,733.657,605.357,-132.582,625.834,563.622,-27.9986,664.647,581.227,-56.2661,501.647,561.328,-35.4545,509.825,443.934,60.2265,773.02,232.149,-17.0939,845.876,208.59,-23.8448,738.696,192.059,61.017,617.588,175.018,51.4924,576.632,284.001
0.065,-4.99846,961.058,571.005,-0.130291,1027.25,335.649,-201.273,1036.22,509.998,-200.572,1055.86,429.064,-75.742,733.617,605.363,-132.067,625.767,563.849,-27.4805,664.643,581.095,-55.688,501.615,561.328,-35.2676,509.771,443.906,59.3715,771.558,233.825,-17.7325,844.504,209.718,-24.7373,737.172,193.944,59.8694,615.67,178.031,49.9176,575.497,287.28
0.07,-4.71888,961.028,570.686,-0.622748,1027.02,335.278,-201.221,1036.17,510.221,-200.775,1055.7,429.226,-75.1501,733.578,605.364,-131.542,625.704,564.069,-26.9541,664.635,580.953,-55.105,501.584,561.312,-35.0946,509.715,443.863,58.4563,770.095,235.505,-18.4108,843.15,210.847,-25.6938,735.675,195.824,58.6261,613.77,181.034,48.2205,574.37,290.53
0.075,-4.40734,960.994,570.358,-1.11244,1026.8,334.902,-201.138,1036.12,510.46,-200.962,1055.56,429.405,-74.5373,733.538,605.359,-131.006,625.646,564.28,-26.4177,664.622,580.798,-54.5173,501.555,561.279,-34.9336,509.66,443.805,57.4848,768.632,237.193,-19.1234,841.816,211.976,-26.7078,734.209,197.696,57.2909,611.888,184.026,46.4017,573.253,293.749
0.08,-4.06471,960.957,570.021,-1.59927,1026.6,334.52,-201.025,1036.09,510.713,-201.133,1055.44,429.6,-73.9041,733.501,605.347,-130.459,625.592,564.483,-25.8697,664.606,580.627,-53.9252,501.528,561.229,-34.7829,509.605,443.73,56.4613,767.172,238.896,-19.8651,840.505,213.106,-27.7727,732.776,199.559,55.8677,610.027,187.008,44.4626,572.148,296.938
0.085,-3.69245,960.918,569.675,-2.08296,1026.4,334.133,-200.884,1036.07,510.981,-201.29,1055.34,429.811,-73.2516,733.465,605.327,-129.902,625.543,564.677,-25.3088,664.588,580.438,-53.3293,501.504,561.162,-34.6418,509.551,443.639,55.3896,765.715,240.618,-20.6308,839.216,214.236,-28.8825,731.378,201.408,54.3608,608.188,189.978,42.4054,571.056,300.096
0.09,-3.29269,960.876,569.32,-2.56312,1026.21,333.741,-200.716,1036.05,511.262,-201.431,1055.26,430.038,-72.5818,733.432,605.299,-129.335,625.498,564.862,-24.7346,664.566,580.232,-52.7305,501.482,561.079,-34.5103,509.498,443.531,54.2734,764.262,242.361,-21.4165,837.951,215.365,-30.0317,730.014,203.243,52.7746,606.372,192.938,40.2332,569.981,303.224
0.095,-2.86798,960.832,568.954,-3.03908,1026.02,333.344,-200.523,1036.05,511.554,-201.558,1055.19,430.279,-71.8981,733.402,605.262,-128.76,625.458,565.037,-24.1471,664.544,580.007,-52.13,501.462,560.981,-34.3892,509.445,443.408,53.1154,762.814,244.129,-22.2186,836.709,216.493,-31.2161,728.685,205.061,51.1132,604.581,195.886,37.9495,568.923,306.321
0.1,-2.42089,960.786,568.579,-3.5099,1025.85,332.942,-200.307,1036.05,511.858,-201.668,1055.14,430.533,-71.204,733.375,605.214,-128.177,625.421,565.202,-23.5473,664.52,579.764,-51.5296,501.446,560.871,-34.2797,509.393,443.272,51.918,761.37,245.92,-23.0348,835.49,217.617,-32.4325,727.39,206.86,49.3804,602.813,198.823,35.5585,567.883,309.389
0.105,-1.95377,960.736,568.192,-3.97444,1025.68,332.535,-200.069,1036.07,512.171,-201.762,1055.11,430.799,-70.5032,733.353,605.155,-127.589,625.389,565.358,-22.9368,664.496,579.505,-50.9314,501.432,560.749,-34.1837,509.339,443.125,50.6827,759.932,247.734,-23.8635,834.293,218.737,-33.6793,726.127,208.641,47.5795,601.071,201.746,33.0645,566.865,312.429
0.11,-1.46872,960.682,567.796,-4.4315,1025.52,332.124,-199.81,1036.1,512.491,-201.837,1055.09,431.076,-69.7983,733.335,605.084,-126.997,625.363,565.505,-22.3177,664.472,579.231,-50.3379,501.422,560.618,-34.1033,509.283,442.968,49.4104,758.498,249.568,-24.7039,833.117,219.852,-34.9558,724.896,210.403,45.7132,599.354,204.656,30.4723,565.868,315.441
0.115,-0.967562,960.624,567.389,-4.87973,1025.36,331.709,-199.531,1036.14,512.817,-201.892,1055.09,431.361,-69.0916,733.321,605.002,-126.404,625.342,565.642,-21.6927,664.45,578.945,-49.7521,501.414,560.48,-34.0408,509.224,442.805,48.1019,757.07,251.418,-25.5564,831.961,220.958,-36.2625,723.693,212.145,43.7835,597.661,207.55,27.7864,564.893,318.424
0.12,-0.451862,960.561,566.974,-5.31753,1025.2,331.292,-199.232,1036.19,513.146,-201.924,1055.11,431.654,-68.3843,733.31,604.91,-125.812,625.327,565.772,-21.0649,664.428,578.649,-49.1769,501.408,560.338,-33.9982,509.161,442.637,46.7574,755.648,253.277,-26.4219,830.823,222.054,-37.6008,722.519,213.869,41.7919,595.994,210.426,25.0115,563.94,321.379
0.125,0.0768623,960.493,566.551,-5.74315,1025.05,330.874,-198.915,1036.25,513.477,-201.931,1055.14,431.952,-67.6774,733.301,604.811,-125.224,625.32,565.894,-20.4372,664.409,578.344,-48.6153,501.405,560.192,-33.9776,509.094,442.466,45.3767,754.231,255.139,-27.3021,829.703,223.137,-38.9724,721.371,215.574,39.7392,594.351,213.282,22.1524,563.011,324.303
0.13,0.616935,960.42,566.121,-6.15479,1024.9,330.455,-198.58,1036.32,513.807,-201.911,1055.19,432.253,-66.9718,733.295,604.705,-124.643,625.321,566.011,-19.8128,664.392,578.034,-48.0704,501.405,560.045,-33.9805,509.022,442.296,43.9599,752.819,256.998,-28.1994,828.6,224.206,-40.3797,720.248,217.261,37.626,592.733,216.115,19.2142,562.106,327.196
0.135,1.16658,960.341,565.685,-6.55069,1024.74,330.037,-198.227,1036.41,514.135,-201.864,1055.26,432.557,-66.2687,733.291,604.595,-124.071,625.331,566.122,-19.1946,664.378,577.721,-47.5448,501.407,559.899,-34.0075,508.945,442.127,42.5067,751.413,258.845,-29.1163,827.512,225.256,-41.8251,719.148,218.929,35.4523,591.139,218.921,16.2031,561.225,330.053
0.14,1.72427,960.256,565.244,-6.92916,1024.59,329.621,-197.856,1036.51,514.459,-201.789,1055.34,432.863,-65.5696,733.288,604.483,-123.511,625.349,566.23,-18.5853,664.366,577.407,-47.041,501.412,559.755,-34.059,508.865,441.962,41.0171,750.012,260.674,-30.0551,826.438,226.287,-43.3106,718.071,220.576,33.218,589.571,221.698,13.1264,560.368,332.873
0.145,2.28896,960.166,564.8,-7.28863,1024.43,329.207,-197.468,1036.63,514.779,-201.685,1055.43,433.169,-64.8764,733.288,604.369,-122.964,625.376,566.336,-17.9873,664.357,577.092,-46.5613,501.419,559.614,-34.134,508.782,441.802,39.491,748.617,262.475,-31.0186,825.378,227.294,-44.8385,717.016,222.202,30.9226,588.028,224.44,9.99177,559.536,335.653
0.15,2.86004,960.069,564.354,-7.62782,1024.27,328.797,-197.062,1036.76,515.093,-201.551,1055.55,433.474,-64.191,733.29,604.256,-122.434,625.412,566.442,-17.4028,664.352,576.779,-46.1074,501.428,559.477,-34.231,508.7,441.649,37.9287,747.227,264.242,-32.009,824.332,228.276,-46.4106,715.981,223.805,28.5658,586.51,227.143,6.80664,558.73,338.39
0.155,3.43696,959.966,563.907,-7.94564,1024.11,328.392,-196.639,1036.91,515.401,-201.39,1055.68,433.777,-63.5156,733.296,604.143,-121.92,625.456,566.549,-16.8338,664.35,576.469,-45.6808,501.441,559.344,-34.3486,508.619,441.502,36.3304,745.844,265.968,-33.0291,823.299,229.231,-48.0287,714.967,225.384,26.1466,585.018,229.803,3.57787,557.951,341.082
0.16,4.01883,959.858,563.459,-8.24125,1023.94,327.991,-196.198,1037.07,515.702,-201.203,1055.82,434.077,-62.8524,733.307,604.03,-121.426,625.51,566.658,-16.2817,664.351,576.163,-45.2825,501.456,559.219,-34.4862,508.542,441.364,34.6963,744.467,267.645,-34.0811,822.279,230.155,-49.6943,713.973,226.936,23.6645,583.552,232.414,0.311737,557.2,343.724
0.165,4.60417,959.744,563.012,-8.51405,1023.76,327.595,-195.74,1037.24,515.996,-200.991,1055.98,434.372,-62.2031,733.323,603.918,-120.951,625.571,566.772,-15.7479,664.354,575.86,-44.9133,501.473,559.101,-34.6439,508.471,441.234,33.0267,743.098,269.268,-35.1676,821.274,231.049,-51.4091,713,228.46,21.1185,582.114,234.973,-2.9861,556.478,346.312
0.17,5.19111,959.623,562.565,-8.7637,1023.59,327.205,-195.265,1037.43,516.283,-200.757,1056.15,434.661,-61.5691,733.345,603.807,-120.496,625.641,566.89,-15.2334,664.361,575.562,-44.5739,501.494,558.993,-34.8217,508.405,441.113,31.3218,741.738,270.829,-36.2906,820.282,231.91,-53.1747,712.048,229.953,18.5075,580.703,237.472,-6.31067,555.786,348.842
0.175,5.77781,959.495,562.118,-8.99022,1023.4,326.822,-194.772,1037.63,516.564,-200.502,1056.34,434.945,-60.9513,733.375,603.698,-120.061,625.718,567.014,-14.7388,664.372,575.27,-44.2645,501.518,558.896,-35.0197,508.346,441.001,29.5817,740.386,272.325,-37.4522,819.307,232.738,-54.9925,711.118,231.414,15.8305,579.32,239.908,-9.65778,555.125,351.307
0.18,6.36279,959.361,561.673,-9.19396,1023.21,326.444,-194.262,1037.83,516.838,-200.228,1056.55,435.222,-60.35,733.413,603.591,-119.647,625.801,567.142,-14.2644,664.385,574.983,-43.9852,501.544,558.811,-35.2376,508.293,440.898,27.8067,739.046,273.749,-38.6544,818.348,233.531,-56.8642,710.212,232.84,13.0863,577.967,242.274,-13.0241,554.496,353.704
0.185,6.94517,959.22,561.229,-9.37552,1023,326.072,-193.736,1038.05,517.105,-199.937,1056.76,435.494,-59.7653,733.458,603.486,-119.253,625.89,567.274,-13.8104,664.402,574.703,-43.7356,501.573,558.74,-35.475,508.246,440.804,25.9965,737.719,275.098,-39.8986,817.407,234.289,-58.7909,709.331,234.229,10.2738,576.645,244.564,-16.4068,553.899,356.026
0.19,7.52472,959.073,560.787,-9.53574,1022.8,325.707,-193.193,1038.28,517.367,-199.629,1057,435.76,-59.1971,733.511,603.383,-118.877,625.983,567.41,-13.3766,664.421,574.428,-43.515,501.605,558.683,-35.7311,508.204,440.717,24.1509,736.405,276.368,-41.1859,816.486,235.012,-60.7737,708.476,235.578,7.39206,575.354,246.773,-19.8037,553.334,358.27
0.195,8.10168,958.92,560.347,-9.67567,1022.58,325.347,-192.634,1038.52,517.623,-199.306,1057.24,436.019,-58.6448,733.571,603.282,-118.52,626.081,567.55,-12.9626,664.443,574.159,-43.3222,501.639,558.639,-36.0046,508.168,440.639,22.2697,735.107,277.554,-42.5168,815.586,235.7,-62.8133,707.649,236.884,4.44045,574.097,248.894,-23.2127,552.802,360.431
0.2,8.67635,958.762,559.911,-9.79651,1022.35,324.992,-192.06,1038.77,517.874,-198.969,1057.5,436.273,-58.1077,733.638,603.182,-118.181,626.183,567.694,-12.5679,664.468,573.896,-43.1556,501.676,558.607,-36.2941,508.138,440.568,20.3524,733.828,278.655,-43.8916,814.709,236.353,-64.9099,706.852,238.145,1.41875,572.875,250.922,-26.6318,552.301,362.506
0.205,9.24888,958.601,559.479,-9.89947,1022.12,324.642,-191.474,1039.02,518.119,-198.619,1057.76,436.521,-57.5845,733.711,603.083,-117.858,626.289,567.842,-12.1914,664.494,573.639,-43.0133,501.715,558.587,-36.5974,508.113,440.505,18.399,732.568,279.667,-45.31,813.857,236.972,-67.0634,706.087,239.358,-1.67281,571.689,252.853,-30.0592,551.832,364.488
0.21,9.81911,958.437,559.053,-9.98571,1021.87,324.298,-190.875,1039.28,518.359,-198.258,1058.04,436.764,-57.0735,733.79,602.985,-117.55,626.398,567.995,-11.832,664.523,573.387,-42.8932,501.757,558.575,-36.9127,508.095,440.45,16.4094,731.33,280.591,-46.7713,813.033,237.557,-69.273,705.356,240.519,-4.83339,570.54,254.679,-33.4927,551.393,366.376
0.215,10.3866,958.271,558.633,-10.0564,1021.62,323.959,-190.266,1039.55,518.594,-197.885,1058.32,437.002,-56.5732,733.874,602.886,-117.258,626.511,568.154,-11.4882,664.553,573.141,-42.7932,501.801,558.572,-37.238,508.084,440.402,14.384,730.116,281.424,-48.2743,812.236,238.107,-71.5379,704.659,241.626,-8.06152,569.431,256.397,-36.9287,550.984,368.163
0.22,10.9507,958.104,558.221,-10.113,1021.36,323.626,-189.648,1039.82,518.824,-197.502,1058.62,437.235,-56.0814,733.964,602.787,-116.978,626.628,568.322,-11.1584,664.585,572.901,-42.7111,501.847,558.575,-37.5716,508.08,440.362,12.3231,728.928,282.166,-49.8177,811.47,238.622,-73.8566,704.001,242.677,-11.355,568.362,258.002,-40.3623,550.603,369.846
0.225,11.5111,957.936,557.816,-10.157,1021.1,323.299,-189.023,1040.1,519.051,-197.109,1058.92,437.464,-55.5964,734.058,602.688,-116.71,626.748,568.498,-10.8408,664.619,572.664,-42.6449,501.895,558.582,-37.9123,508.083,440.329,10.2277,727.767,282.818,-51.3997,810.736,239.102,-76.2271,703.381,243.669,-14.7109,567.335,259.492,-43.788,550.25,371.421
0.23,12.0684,957.768,557.42,-10.1899,1020.83,322.978,-188.395,1040.38,519.274,-196.709,1059.22,437.69,-55.116,734.156,602.591,-116.451,626.873,568.684,-10.5335,664.654,572.432,-42.5928,501.945,558.592,-38.2595,508.095,440.304,8.09903,726.636,283.382,-53.0186,810.034,239.546,-78.6471,702.803,244.601,-18.1256,566.352,260.862,-47.2013,549.924,372.884
0.235,12.6236,957.6,557.033,-10.2136,1020.55,322.663,-187.763,1040.67,519.494,-196.301,1059.53,437.915,-54.6384,734.256,602.495,-116.2,627,568.88,-10.2347,664.691,572.202,-42.5532,501.996,558.602,-38.6129,508.114,440.285,5.93864,725.536,283.857,-54.6722,809.366,239.955,-81.1134,702.269,245.472,-21.5949,565.413,262.111,-50.5986,549.622,374.234
0.24,13.1784,957.433,556.657,-10.2296,1020.27,322.353,-187.129,1040.96,519.714,-195.886,1059.84,438.139,-54.1618,734.359,602.403,-115.954,627.131,569.087,-9.94252,664.73,571.975,-42.5247,502.048,558.612,-38.9725,508.139,440.273,3.74849,724.469,284.247,-56.3584,808.732,240.327,-83.6227,701.778,246.281,-25.114,564.521,263.238,-53.9776,549.342,375.466
0.245,13.7345,957.268,556.292,-10.2396,1019.99,322.049,-186.493,1041.25,519.934,-195.465,1060.16,438.364,-53.6847,734.464,602.316,-115.712,627.264,569.303,-9.65536,664.769,571.751,-42.5061,502.101,558.619,-39.3383,508.172,440.268,1.53072,723.435,284.553,-58.0751,808.134,240.662,-86.1711,701.334,247.026,-28.6774,563.677,264.241,-57.337,549.084,376.58
0.25,14.2933,957.106,555.937,-10.245,1019.7,321.75,-185.855,1041.54,520.156,-195.039,1060.47,438.594,-53.2061,734.569,602.235,-115.473,627.399,569.529,-9.37193,664.808,571.529,-42.4964,502.154,558.623,-39.7102,508.209,440.269,-0.712341,722.438,284.776,-59.8199,807.572,240.959,-88.7545,700.938,247.707,-32.2796,562.882,265.119,-60.6771,548.844,377.574
0.255,14.8558,956.946,555.593,-10.247,1019.42,321.458,-185.214,1041.84,520.383,-194.607,1060.78,438.829,-52.7256,734.674,602.162,-115.236,627.535,569.764,-9.09113,664.846,571.31,-42.4948,502.206,558.623,-40.0885,508.25,440.277,-2.97826,721.477,284.919,-61.5907,807.048,241.217,-91.3687,700.589,248.323,-35.9145,562.139,265.872,-63.998,548.621,378.445
0.26,15.4231,956.79,555.259,-10.247,1019.13,321.171,-184.57,1042.13,520.617,-194.171,1061.09,439.073,-52.2426,734.777,602.097,-115,627.672,570.007,-8.81204,664.882,571.094,-42.5005,502.256,558.62,-40.4734,508.294,440.292,-5.26458,720.554,284.984,-63.3853,806.561,241.436,-94.0093,700.289,248.875,-39.5763,561.447,266.5,-67.2995,548.412,379.193
0.265,15.9963,956.637,554.935,-10.2461,1018.85,320.889,-183.923,1042.42,520.859,-193.731,1061.4,439.328,-51.7569,734.878,602.039,-114.767,627.809,570.256,-8.53399,664.914,570.883,-42.5126,502.304,558.613,-40.8663,508.338,440.314,-7.56879,719.668,284.973,-65.2015,806.112,241.615,-96.6719,700.039,249.361,-43.2593,560.808,267.003,-70.5796,548.216,379.816
0.27,16.5767,956.486,554.62,-10.2457,1018.57,320.614,-183.271,1042.71,521.112,-193.287,1061.7,439.597,-51.2685,734.975,601.989,-114.535,627.946,570.511,-8.2565,664.941,570.677,-42.5303,502.348,558.605,-41.2693,508.382,440.343,-9.88836,718.822,284.888,-67.0374,805.701,241.755,-99.3519,699.838,249.781,-46.958,560.222,267.38,-73.8361,548.031,380.312
0.275,17.166,956.338,554.315,-10.2465,1018.29,320.344,-182.615,1042.98,521.38,-192.839,1062,439.883,-50.7775,735.067,601.948,-114.305,628.08,570.77,-7.97932,664.961,570.479,-42.5527,502.388,558.596,-41.6845,508.423,440.379,-12.2207,718.015,284.731,-68.8906,805.33,241.854,-102.045,699.687,250.135,-50.6672,559.691,267.632,-77.0675,547.857,380.68
0.28,17.7658,956.193,554.018,-10.2494,1018.02,320.081,-181.955,1043.25,521.663,-192.388,1062.29,440.189,-50.2844,735.152,601.916,-114.076,628.212,571.03,-7.70228,664.975,570.29,-42.5789,502.423,558.589,-42.112,508.46,440.423,-14.5633,717.248,284.501,-70.7587,804.998,241.91,-104.746,699.586,250.421,-54.3818,559.214,267.758,-80.2741,547.691,380.921
0.285,18.3772,956.049,553.73,-10.2549,1017.75,319.824,-181.289,1043.51,521.965,-191.934,1062.57,440.517,-49.79,735.228,601.894,-113.849,628.34,571.29,-7.42528,664.979,570.111,-42.6081,502.453,558.586,-42.5501,508.492,440.474,-16.9134,716.521,284.2,-72.6391,804.707,241.925,-107.452,699.536,250.638,-58.0972,558.793,267.758,-83.4571,547.533,381.034
0.29,19.0005,955.907,553.45,-10.2635,1017.49,319.574,-180.617,1043.76,522.286,-191.477,1062.84,440.87,-49.2946,735.294,601.884,-113.623,628.463,571.549,-7.1481,664.973,569.946,-42.6391,502.477,558.587,-42.9956,508.519,440.533,-19.2685,715.836,283.828,-74.5293,804.457,241.897,-110.159,699.537,250.786,-61.8092,558.427,267.633,-86.618,547.382,381.019
0.295,19.6353,955.766,553.178,-10.2754,1017.23,319.332,-179.94,1043.99,522.629,-191.019,1063.1,441.25,-48.7989,735.348,601.888,-113.397,628.58,571.805,-6.87043,664.957,569.795,-42.671,502.494,558.594,-43.4446,508.541,440.598,-21.6262,715.194,283.384,-76.4267,804.251,241.825,-112.863,699.588,250.864,-65.514,558.118,267.381,-89.7576,547.237,380.876
0.3,20.2803,955.626,552.914,-10.2908,1016.98,319.098,-179.257,1044.22,522.996,-190.557,1063.35,441.657,-48.3029,735.388,601.906,-113.171,628.689,572.059,-6.59184,664.928,569.66,-42.7028,502.504,558.608,-43.8934,508.558,440.671,-23.9837,714.595,282.868,-78.3287,804.089,241.71,-115.563,699.691,250.872,-69.2086,557.866,267.004,-92.8759,547.099,380.605
0.305,20.9333,955.486,552.656,-10.3096,1016.74,318.874,-178.568,1044.42,523.386,-190.094,1063.59,442.093,-47.8071,735.413,601.938,-112.944,628.79,572.309,-6.31194,664.887,569.541,-42.7333,502.506,558.628,-44.3385,508.569,440.75,-26.3388,714.041,282.278,-80.2325,803.973,241.553,-118.254,699.846,250.81,-72.8906,557.672,266.502,-95.9724,546.968,380.204
0.31,21.5914,955.346,552.406,-10.3315,1016.51,318.661,-177.873,1044.61,523.8,-189.629,1063.82,442.558,-47.3119,735.422,601.986,-112.715,628.882,572.555,-6.03044,664.832,569.441,-42.7615,502.501,558.656,-44.7768,508.576,440.835,-28.6891,713.533,281.614,-82.1355,803.903,241.353,-120.935,700.054,250.677,-76.5575,557.537,265.876,-99.0457,546.845,379.673
0.315,22.2517,955.204,552.163,-10.356,1016.28,318.459,-177.173,1044.78,524.238,-189.162,1064.03,443.051,-46.8177,735.416,602.049,-112.486,628.963,572.797,-5.74713,664.765,569.359,-42.7863,502.487,558.692,-45.2051,508.579,440.926,-31.0324,713.072,280.876,-84.0349,803.881,241.113,-123.603,700.315,250.473,-80.207,557.462,265.126,-102.094,546.732,379.013
0.32,22.9123,955.062,551.927,-10.3823,1016.07,318.268,-176.468,1044.94,524.699,-188.692,1064.22,443.572,-46.3252,735.393,602.13,-112.256,629.034,573.035,-5.46184,664.684,569.296,-42.8064,502.466,558.735,-45.6206,508.577,441.023,-33.367,712.66,280.065,-85.9284,803.908,240.834,-126.255,700.63,250.197,-83.8371,557.449,264.255,-105.116,546.629,378.223
0.325,23.5728,954.919,551.698,-10.4091,1015.86,318.089,-175.758,1045.08,525.183,-188.221,1064.41,444.119,-45.8345,735.354,602.226,-112.023,629.094,573.269,-5.17434,664.59,569.253,-42.8205,502.436,558.785,-46.0208,508.571,441.127,-35.6914,712.296,279.181,-87.8137,803.984,240.515,-128.888,700.999,249.848,-87.446,557.497,263.263,-108.11,546.54,377.304
0.33,24.2341,954.774,551.479,-10.4349,1015.67,317.922,-175.044,1045.21,525.689,-187.747,1064.57,444.69,-45.3461,735.301,602.339,-111.788,629.142,573.499,-4.88439,664.484,569.229,-42.8272,502.399,558.843,-46.4038,508.562,441.237,-38.0043,711.983,278.227,-89.6888,804.111,240.157,-131.5,701.423,249.426,-91.0326,557.609,262.151,-111.077,546.464,376.259
0.335,24.8976,954.63,551.271,-10.458,1015.48,317.766,-174.327,1045.32,526.214,-187.271,1064.73,445.283,-44.8598,735.234,602.469,-111.552,629.18,573.726,-4.59176,664.365,569.224,-42.825,502.355,558.909,-46.7683,508.549,441.354,-40.3048,711.721,277.202,-91.5517,804.289,239.761,-134.091,701.902,248.932,-94.596,557.784,260.922,-114.015,546.404,375.089
0.34,25.5643,954.487,551.075,-10.4765,1015.31,317.624,-173.607,1045.41,526.756,-186.791,1064.87,445.896,-44.3756,735.154,602.614,-111.312,629.208,573.951,-4.29622,664.237,569.238,-42.8124,502.304,558.981,-47.1136,508.532,441.478,-42.5922,711.511,276.108,-93.4006,804.518,239.327,-136.657,702.437,248.365,-98.1355,558.025,259.578,-116.923,546.361,373.796
