3.381215000000000259e+01,9.731769999999999072e+02,1.065096500000000077e+02,-1.640625000000000000e+02,1.020634999999999991e+03,1.133268999999999949e+02,-6.512517499999999870e+01,9.969059999999999491e+02,1.099182749999999942e+02,-5.419522786218187349e+01,8.999652337537647782e+02,2.054789130616726709e+02,-4.982956585090901314e+01,9.075226293654682195e+02,5.607110881440760863e+00,-5.201239685654544331e+01,9.037439315596164988e+02,1.055430119715567230e+02,-1.067428500000000042e+02,5.003224999999999909e+02,2.209540000000000077e+02,-9.218649999999999523e+01,4.984379999999999882e+02,-1.264770000000000039e+01
3.382410000000000139e+01,9.731770000000000209e+02,1.065009000000000015e+02,-1.640525000000000091e+02,1.020634999999999991e+03,1.133449499999999972e+02,-6.511420000000001096e+01,9.969059999999999491e+02,1.099229249999999922e+02,-5.416658744793735991e+01,8.999596768697582547e+02,2.054748274981381826e+02,-4.984966274278617249e+01,9.075256352114374749e+02,5.607044613708772829e+00,-5.200812509536176265e+01,9.037426560405979217e+02,1.055409360559234813e+02,-1.067382499999999936e+02,5.003179999999999836e+02,2.209540000000000077e+02,-9.218819999999999482e+01,4.984379999999999882e+02,-1.264820000000000277e+01
3.383605000000000018e+01,9.731765000000000327e+02,1.064927500000000009e+02,-1.640425000000000182e+02,1.020629999999999995e+03,1.133628999999999962e+02,-6.510322500000000900e+01,9.969032500000000709e+02,1.099278249999999986e+02,-5.413803283836020341e+01,8.999529058728790005e+02,2.054707660212404505e+02,-4.986752120134824651e+01,9.075280140569598188e+02,5.606455095244861297e+00,-5.200277701985422141e+01,9.037404599649194097e+02,1.055386105582426524e+02,-1.067330000000000041e+02,5.003145000000000095e+02,2.209540000000000077e+02,-9.218994999999999607e+01,4.984384999999999764e+02,-1.264870000000000161e+01
3.384805000000000064e+01,9.731759999999999309e+02,1.064842999999999904e+02,-1.640319999999999823e+02,1.020625000000000000e+03,1.133801500000000004e+02,-6.509197499999999081e+01,9.969004999999999654e+02,1.099322249999999883e+02,-5.410909433589826278e+01,8.999458433809435292e+02,2.054666531565343917e+02,-4.988352853106761842e+01,9.075301468057991769e+02,5.605664119491144959e+00,-5.199631143348294415e+01,9.037379950933714099e+02,1.055361586380127648e+02,-1.067276499999999970e+02,5.003105000000000473e+02,2.209540000000000077e+02,-9.219155000000000655e+01,4.984384999999999764e+02,-1.264915000000000234e+01
3.386014999999999731e+01,9.731759999999999309e+02,1.064760500000000008e+02,-1.640210000000000150e+02,1.020620000000000005e+03,1.133971999999999980e+02,-6.508042500000000530e+01,9.968979999999999109e+02,1.099366249999999923e+02,-5.408090534439290309e+01,8.999396569202316414e+02,2.054635179786945116e+02,-4.989739424892631092e+01,9.075322867897798460e+02,5.604850077894262483e+00,-5.198914979665960345e+01,9.037359718550058005e+02,1.055341840282943906e+02,-1.067220999999999975e+02,5.003070000000000164e+02,2.209535000000000196e+02,-9.219320000000000448e+01,4.984389999999999645e+02,-1.264955000000000140e+01
3.387239999999999895e+01,9.731755000000000564e+02,1.064685999999999950e+02,-1.640095000000000027e+02,1.020615000000000009e+03,1.134133500000000083e+02,-6.506855000000000189e+01,9.968952500000000327e+02,1.099409750000000088e+02,-5.405446871443685097e+01,8.999354147432118225e+02,2.054630482142522965e+02,-4.990848435997094157e+01,9.075325021480955456e+02,5.605134917319119836e+00,-5.198147653720389627e+01,9.037339584456536841e+02,1.055340915657857011e+02,-1.067158500000000032e+02,5.003049999999999500e+02,2.209530000000000314e+02,-9.219474999999999909e+01,4.984395000000000095e+02,-1.264995000000000402e+01
3.388479999999999848e+01,9.731749999999999545e+02,1.064620000000000033e+02,-1.639970000000000141e+02,1.020610000000000014e+03,1.134285999999999888e+02,-6.505610000000001492e+01,9.968924999999999272e+02,1.099453000000000031e+02,-5.402830187045138643e+01,8.999299920363706633e+02,2.054612438774860550e+02,-4.991663964816418542e+01,9.075337626719849595e+02,5.604353770101724308e+00,-5.197247075930778237e+01,9.037318773541778683e+02,1.055327988237938825e+02,-1.067084499999999991e+02,5.003025000000000091e+02,2.209530000000000030e+02,-9.219614999999998872e+01,4.984399999999999977e+02,-1.265015000000000356e+01
3.389735000000000298e+01,9.731739999999999782e+02,1.064552999999999940e+02,-1.639845000000000255e+02,1.020610000000000014e+03,1.134429000000000087e+02,-6.504357500000000414e+01,9.968920000000000528e+02,1.099491000000000014e+02,-5.400496985726538668e+01,8.999269148291816691e+02,2.054618040707496505e+02,-4.992322899884308640e+01,9.075351120216912477e+02,5.604060859936808470e+00,-5.196409942805424009e+01,9.037310134254364584e+02,1.055329324653432366e+02,-1.067009999999999934e+02,5.003009999999999877e+02,2.209524999999999864e+02,-9.219729999999999848e+01,4.984404999999999859e+02,-1.265030000000000499e+01
3.391004999999999825e+01,9.731734999999999900e+02,1.064499500000000012e+02,-1.639714999999999918e+02,1.020605000000000018e+03,1.134560999999999922e+02,-6.503072499999998968e+01,9.968892499999999472e+02,1.099530249999999967e+02,-5.398174326531655964e+01,8.999226749698002550e+02,2.054635719781942953e+02,-4.992534262368640441e+01,9.075357567032888255e+02,5.603535529799238191e+00,-5.195354294450147847e+01,9.037292158365445403e+02,1.055335537539967703e+02,-1.066929999999999978e+02,5.002994999999999663e+02,2.209524999999999864e+02,-9.219835000000000491e+01,4.984410000000000309e+02,-1.265029999999999788e+01
3.392295000000000016e+01,9.731725000000000136e+02,1.064446000000000083e+02,-1.639574999999999818e+02,1.020605000000000018e+03,1.134682499999999976e+02,-6.501727499999998372e+01,9.968887500000000728e+02,1.099564249999999959e+02,-5.396042102197898060e+01,8.999206722209737563e+02,2.054667567798003347e+02,-4.992591008392778917e+01,9.075361295003287978e+02,5.603409182203598959e+00,-5.194316555295338844e+01,9.037284008606512771e+02,1.055350829810019633e+02,-1.066844999999999999e+02,5.002984999999999900e+02,2.209524999999999864e+02,-9.219904999999999973e+01,4.984410000000000309e+02,-1.265015000000000356e+01
3.393580000000000041e+01,9.731714999999999236e+02,1.064406999999999925e+02,-1.639435000000000002e+02,1.020605000000000018e+03,1.134792500000000075e+02,-6.500384999999999991e+01,9.968882499999999709e+02,1.099599750000000000e+02,-5.394124811354652138e+01,8.999190568045639793e+02,2.054709640970587259e+02,-4.992409233031134619e+01,9.075364710286346508e+02,5.603515195102652058e+00,-5.193267022192893023e+01,9.037277639165993151e+02,1.055372396460806925e+02,-1.066760500000000036e+02,5.002980000000000018e+02,2.209525000000000148e+02,-9.219935000000000969e+01,4.984415000000000191e+02,-1.264975000000000094e+01
3.394854999999999734e+01,9.731700000000000728e+02,1.064367500000000035e+02,-1.639290000000000020e+02,1.020600000000000023e+03,1.134891499999999951e+02,-6.499022500000000946e+01,9.968849999999999909e+02,1.099629500000000064e+02,-5.392136121190766573e+01,8.999159518711844612e+02,2.054749510883297603e+02,-4.991940906953736601e+01,9.075357720157996937e+02,5.602974947622442414e+00,-5.192038514072251587e+01,9.037258619434920774e+02,1.055389630179761014e+02,-1.066671999999999940e+02,5.002975000000000136e+02,2.209534999999999911e+02,-9.219935000000000969e+01,4.984410000000000309e+02,-1.264910000000000068e+01
3.396115000000000350e+01,9.731684999999999945e+02,1.064342999999999932e+02,-1.639145000000000039e+02,1.020600000000000023e+03,1.134978499999999997e+02,-6.497667500000000018e+01,9.968842500000000655e+02,1.099660749999999894e+02,-5.390463260313780580e+01,8.999147844660709552e+02,2.054807168065147494e+02,-4.991286526978780103e+01,9.075353197562045580e+02,5.603354036714215169e+00,-5.190874893646279986e+01,9.037250521111377566e+02,1.055420354216144858e+02,-1.066579499999999996e+02,5.002970000000000255e+02,2.209540000000000077e+02,-9.219880000000000564e+01,4.984410000000000309e+02,-1.264829999999999544e+01
